,country,frequency,variable,value_x,value_y,count_percent
1252,Mexico,Never or rarely,studyMoreThan2ExtraHoursADay,13877,22135,62.69
1253,Mexico,Sometimes,studyMoreThan2ExtraHoursADay,6029,22135,27.24
1254,Mexico,Often,studyMoreThan2ExtraHoursADay,1494,22135,6.75
1255,Mexico,Always or almost always,studyMoreThan2ExtraHoursADay,735,22135,3.32
1256,Montenegro,Never or rarely,studyMoreThan2ExtraHoursADay,1491,3026,49.27
1257,Montenegro,Sometimes,studyMoreThan2ExtraHoursADay,980,3026,32.39
1258,Montenegro,Often,studyMoreThan2ExtraHoursADay,347,3026,11.47
1259,Montenegro,Always or almost always,studyMoreThan2ExtraHoursADay,208,3026,6.87
1260,Netherlands,Never or rarely,studyMoreThan2ExtraHoursADay,2171,2828,76.77
1261,Netherlands,Sometimes,studyMoreThan2ExtraHoursADay,527,2828,18.64
1262,Netherlands,Often,studyMoreThan2ExtraHoursADay,90,2828,3.18
1263,Netherlands,Always or almost always,studyMoreThan2ExtraHoursADay,40,2828,1.41
1264,New Zealand,Never or rarely,studyMoreThan2ExtraHoursADay,2100,2769,75.84
1265,New Zealand,Sometimes,studyMoreThan2ExtraHoursADay,501,2769,18.09
1266,New Zealand,Often,studyMoreThan2ExtraHoursADay,119,2769,4.3
1267,New Zealand,Always or almost always,studyMoreThan2ExtraHoursADay,49,2769,1.77
1268,Norway,Never or rarely,studyMoreThan2ExtraHoursADay,2372,3030,78.28
1269,Norway,Sometimes,studyMoreThan2ExtraHoursADay,543,3030,17.92
1270,Norway,Often,studyMoreThan2ExtraHoursADay,89,3030,2.94
1271,Norway,Always or almost always,studyMoreThan2ExtraHoursADay,26,3030,0.86
1272,Perm(Russian Federation),Never or rarely,studyMoreThan2ExtraHoursADay,391,1124,34.79
1273,Perm(Russian Federation),Sometimes,studyMoreThan2ExtraHoursADay,365,1124,32.47
1274,Perm(Russian Federation),Often,studyMoreThan2ExtraHoursADay,211,1124,18.77
1275,Perm(Russian Federation),Always or almost always,studyMoreThan2ExtraHoursADay,157,1124,13.97
1276,Peru,Never or rarely,studyMoreThan2ExtraHoursADay,1362,3636,37.46
1277,Peru,Sometimes,studyMoreThan2ExtraHoursADay,1554,3636,42.74
1278,Peru,Often,studyMoreThan2ExtraHoursADay,473,3636,13.01
1279,Peru,Always or almost always,studyMoreThan2ExtraHoursADay,247,3636,6.79
1280,Poland,Never or rarely,studyMoreThan2ExtraHoursADay,1836,3052,60.16
1281,Poland,Sometimes,studyMoreThan2ExtraHoursADay,926,3052,30.34
1282,Poland,Often,studyMoreThan2ExtraHoursADay,208,3052,6.82
1283,Poland,Always or almost always,studyMoreThan2ExtraHoursADay,82,3052,2.69
1284,Portugal,Never or rarely,studyMoreThan2ExtraHoursADay,1768,3697,47.82
1285,Portugal,Sometimes,studyMoreThan2ExtraHoursADay,1346,3697,36.41
1286,Portugal,Often,studyMoreThan2ExtraHoursADay,423,3697,11.44
1287,Portugal,Always or almost always,studyMoreThan2ExtraHoursADay,160,3697,4.33
1288,Qatar,Never or rarely,studyMoreThan2ExtraHoursADay,1811,6578,27.53
1289,Qatar,Sometimes,studyMoreThan2ExtraHoursADay,2049,6578,31.15
1290,Qatar,Often,studyMoreThan2ExtraHoursADay,1638,6578,24.9
1291,Qatar,Always or almost always,studyMoreThan2ExtraHoursADay,1080,6578,16.42
1292,Romania,Never or rarely,studyMoreThan2ExtraHoursADay,1546,3327,46.47
1293,Romania,Sometimes,studyMoreThan2ExtraHoursADay,879,3327,26.42
1294,Romania,Often,studyMoreThan2ExtraHoursADay,552,3327,16.59
1295,Romania,Always or almost always,studyMoreThan2ExtraHoursADay,350,3327,10.52
1296,Russian Federation,Never or rarely,studyMoreThan2ExtraHoursADay,1586,3437,46.14
1297,Russian Federation,Sometimes,studyMoreThan2ExtraHoursADay,1277,3437,37.15
1298,Russian Federation,Often,studyMoreThan2ExtraHoursADay,414,3437,12.05
1299,Russian Federation,Always or almost always,studyMoreThan2ExtraHoursADay,160,3437,4.66
1300,Serbia,Never or rarely,studyMoreThan2ExtraHoursADay,1580,3001,52.65
1301,Serbia,Sometimes,studyMoreThan2ExtraHoursADay,996,3001,33.19
1302,Serbia,Often,studyMoreThan2ExtraHoursADay,315,3001,10.5
1303,Serbia,Always or almost always,studyMoreThan2ExtraHoursADay,110,3001,3.67
1304,Singapore,Never or rarely,studyMoreThan2ExtraHoursADay,1185,3685,32.16
1305,Singapore,Sometimes,studyMoreThan2ExtraHoursADay,1640,3685,44.5
1306,Singapore,Often,studyMoreThan2ExtraHoursADay,605,3685,16.42
1307,Singapore,Always or almost always,studyMoreThan2ExtraHoursADay,255,3685,6.92
1308,Slovak Republic,Never or rarely,studyMoreThan2ExtraHoursADay,2049,2985,68.64
1309,Slovak Republic,Sometimes,studyMoreThan2ExtraHoursADay,751,2985,25.16
1310,Slovak Republic,Often,studyMoreThan2ExtraHoursADay,135,2985,4.52
1311,Slovak Republic,Always or almost always,studyMoreThan2ExtraHoursADay,50,2985,1.68
1312,Slovenia,Never or rarely,studyMoreThan2ExtraHoursADay,2112,3728,56.65
1313,Slovenia,Sometimes,studyMoreThan2ExtraHoursADay,1158,3728,31.06
1314,Slovenia,Often,studyMoreThan2ExtraHoursADay,320,3728,8.58
1315,Slovenia,Always or almost always,studyMoreThan2ExtraHoursADay,138,3728,3.7
1316,Spain,Never or rarely,studyMoreThan2ExtraHoursADay,9531,16550,57.59
1317,Spain,Sometimes,studyMoreThan2ExtraHoursADay,4695,16550,28.37
1318,Spain,Often,studyMoreThan2ExtraHoursADay,1573,16550,9.5
1319,Spain,Always or almost always,studyMoreThan2ExtraHoursADay,751,16550,4.54
1320,Sweden,Never or rarely,studyMoreThan2ExtraHoursADay,2372,3065,77.39
1321,Sweden,Sometimes,studyMoreThan2ExtraHoursADay,540,3065,17.62
1322,Sweden,Often,studyMoreThan2ExtraHoursADay,109,3065,3.56
1323,Sweden,Always or almost always,studyMoreThan2ExtraHoursADay,44,3065,1.44
1324,Switzerland,Never or rarely,studyMoreThan2ExtraHoursADay,5716,7377,77.48
1325,Switzerland,Sometimes,studyMoreThan2ExtraHoursADay,1343,7377,18.21
1326,Switzerland,Often,studyMoreThan2ExtraHoursADay,229,7377,3.1
1327,Switzerland,Always or almost always,studyMoreThan2ExtraHoursADay,89,7377,1.21
1328,Thailand,Never or rarely,studyMoreThan2ExtraHoursADay,1862,4399,42.33
1329,Thailand,Sometimes,studyMoreThan2ExtraHoursADay,1487,4399,33.8
1330,Thailand,Often,studyMoreThan2ExtraHoursADay,726,4399,16.5
1331,Thailand,Always or almost always,studyMoreThan2ExtraHoursADay,324,4399,7.37
1332,Tunisia,Never or rarely,studyMoreThan2ExtraHoursADay,958,2765,34.65
1333,Tunisia,Sometimes,studyMoreThan2ExtraHoursADay,979,2765,35.41
1334,Tunisia,Often,studyMoreThan2ExtraHoursADay,492,2765,17.79
1335,Tunisia,Always or almost always,studyMoreThan2ExtraHoursADay,336,2765,12.15
1336,Turkey,Never or rarely,studyMoreThan2ExtraHoursADay,1213,3168,38.29
1337,Turkey,Sometimes,studyMoreThan2ExtraHoursADay,1338,3168,42.23
1338,Turkey,Often,studyMoreThan2ExtraHoursADay,413,3168,13.04
1339,Turkey,Always or almost always,studyMoreThan2ExtraHoursADay,204,3168,6.44
1340,United Arab Emirates,Never or rarely,studyMoreThan2ExtraHoursADay,2047,7332,27.92
1341,United Arab Emirates,Sometimes,studyMoreThan2ExtraHoursADay,2555,7332,34.85
1342,United Arab Emirates,Often,studyMoreThan2ExtraHoursADay,1592,7332,21.71
1343,United Arab Emirates,Always or almost always,studyMoreThan2ExtraHoursADay,1138,7332,15.52
1344,United Kingdom,Never or rarely,studyMoreThan2ExtraHoursADay,5851,8293,70.55
1345,United Kingdom,Sometimes,studyMoreThan2ExtraHoursADay,1875,8293,22.61
1346,United Kingdom,Often,studyMoreThan2ExtraHoursADay,412,8293,4.97
1347,United Kingdom,Always or almost always,studyMoreThan2ExtraHoursADay,155,8293,1.87
1348,United States of America,Never or rarely,studyMoreThan2ExtraHoursADay,2201,3194,68.91
1349,United States of America,Sometimes,studyMoreThan2ExtraHoursADay,729,3194,22.82
1350,United States of America,Often,studyMoreThan2ExtraHoursADay,192,3194,6.01
1351,United States of America,Always or almost always,studyMoreThan2ExtraHoursADay,72,3194,2.25
1352,Uruguay,Never or rarely,studyMoreThan2ExtraHoursADay,2252,3337,67.49
1353,Uruguay,Sometimes,studyMoreThan2ExtraHoursADay,703,3337,21.07
1354,Uruguay,Often,studyMoreThan2ExtraHoursADay,230,3337,6.89
1355,Uruguay,Always or almost always,studyMoreThan2ExtraHoursADay,152,3337,4.55
1356,Vietnam,Never or rarely,studyMoreThan2ExtraHoursADay,679,3253,20.87
1357,Vietnam,Sometimes,studyMoreThan2ExtraHoursADay,1628,3253,50.05
1358,Vietnam,Often,studyMoreThan2ExtraHoursADay,805,3253,24.75
1359,Vietnam,Always or almost always,studyMoreThan2ExtraHoursADay,141,3253,4.33
1360,Albania,Never or rarely,playChess,1202,2602,46.2
1361,Albania,Sometimes,playChess,619,2602,23.79
1362,Albania,Often,playChess,492,2602,18.91
1363,Albania,Always or almost always,playChess,289,2602,11.11
1364,Argentina,Never or rarely,playChess,2186,3651,59.87
1365,Argentina,Sometimes,playChess,713,3651,19.53
1366,Argentina,Often,playChess,443,3651,12.13
1367,Argentina,Always or almost always,playChess,309,3651,8.46
1368,Australia,Never or rarely,playChess,6372,9389,67.87
1369,Australia,Sometimes,playChess,2014,9389,21.45
1370,Australia,Often,playChess,738,9389,7.86
1371,Australia,Always or almost always,playChess,265,9389,2.82
1372,Austria,Never or rarely,playChess,1938,3100,62.52
1373,Austria,Sometimes,playChess,740,3100,23.87
1374,Austria,Often,playChess,285,3100,9.19
1375,Austria,Always or almost always,playChess,137,3100,4.42
1376,Belgium,Never or rarely,playChess,4002,5422,73.81
1377,Belgium,Sometimes,playChess,1021,5422,18.83
1378,Belgium,Often,playChess,289,5422,5.33
1379,Belgium,Always or almost always,playChess,110,5422,2.03
1380,Brazil,Never or rarely,playChess,6668,11932,55.88
1381,Brazil,Sometimes,playChess,2631,11932,22.05
1382,Brazil,Often,playChess,1511,11932,12.66
1383,Brazil,Always or almost always,playChess,1122,11932,9.4
1384,Bulgaria,Never or rarely,playChess,1492,3334,44.75
1385,Bulgaria,Sometimes,playChess,965,3334,28.94
1386,Bulgaria,Often,playChess,554,3334,16.62
1387,Bulgaria,Always or almost always,playChess,323,3334,9.69
1388,Canada,Never or rarely,playChess,8681,14001,62.0
1389,Canada,Sometimes,playChess,3457,14001,24.69
1390,Canada,Often,playChess,1265,14001,9.04
1391,Canada,Always or almost always,playChess,598,14001,4.27
1392,Chile,Never or rarely,playChess,2991,4506,66.38
1393,Chile,Sometimes,playChess,912,4506,20.24
1394,Chile,Often,playChess,386,4506,8.57
1395,Chile,Always or almost always,playChess,217,4506,4.82
1396,China-Shanghai,Never or rarely,playChess,999,3428,29.14
1397,China-Shanghai,Sometimes,playChess,1284,3428,37.46
1398,China-Shanghai,Often,playChess,741,3428,21.62
1399,China-Shanghai,Always or almost always,playChess,404,3428,11.79
1400,Chinese Taipei,Never or rarely,playChess,1865,4003,46.59
1401,Chinese Taipei,Sometimes,playChess,1410,4003,35.22
1402,Chinese Taipei,Often,playChess,519,4003,12.97
1403,Chinese Taipei,Always or almost always,playChess,209,4003,5.22
1404,Colombia,Never or rarely,playChess,2614,5540,47.18
1405,Colombia,Sometimes,playChess,1693,5540,30.56
1406,Colombia,Often,playChess,802,5540,14.48
1407,Colombia,Always or almost always,playChess,431,5540,7.78
1408,Connecticut (USA),Never or rarely,playChess,707,1110,63.69
1409,Connecticut (USA),Sometimes,playChess,262,1110,23.6
1410,Connecticut (USA),Often,playChess,92,1110,8.29
1411,Connecticut (USA),Always or almost always,playChess,49,1110,4.41
1412,Costa Rica,Never or rarely,playChess,1879,2873,65.4
1413,Costa Rica,Sometimes,playChess,591,2873,20.57
1414,Costa Rica,Often,playChess,225,2873,7.83
1415,Costa Rica,Always or almost always,playChess,178,2873,6.2
1416,Croatia,Never or rarely,playChess,1871,3304,56.63
1417,Croatia,Sometimes,playChess,902,3304,27.3
1418,Croatia,Often,playChess,373,3304,11.29
1419,Croatia,Always or almost always,playChess,158,3304,4.78
1420,Czech Republic,Never or rarely,playChess,2155,3456,62.36
1421,Czech Republic,Sometimes,playChess,884,3456,25.58
1422,Czech Republic,Often,playChess,294,3456,8.51
1423,Czech Republic,Always or almost always,playChess,123,3456,3.56
1424,Denmark,Never or rarely,playChess,3795,4779,79.41
1425,Denmark,Sometimes,playChess,700,4779,14.65
1426,Denmark,Often,playChess,209,4779,4.37
1427,Denmark,Always or almost always,playChess,75,4779,1.57
1428,Estonia,Never or rarely,playChess,1926,3138,61.38
1429,Estonia,Sometimes,playChess,837,3138,26.67
1430,Estonia,Often,playChess,287,3138,9.15
1431,Estonia,Always or almost always,playChess,88,3138,2.8
1432,Finland,Never or rarely,playChess,3795,5740,66.11
1433,Finland,Sometimes,playChess,1490,5740,25.96
1434,Finland,Often,playChess,355,5740,6.18
1435,Finland,Always or almost always,playChess,100,5740,1.74
1436,Florida (USA),Never or rarely,playChess,827,1216,68.01
1437,Florida (USA),Sometimes,playChess,232,1216,19.08
1438,Florida (USA),Often,playChess,99,1216,8.14
1439,Florida (USA),Always or almost always,playChess,58,1216,4.77
1440,France,Never or rarely,playChess,2044,2957,69.12
1441,France,Sometimes,playChess,609,2957,20.6
1442,France,Often,playChess,213,2957,7.2
1443,France,Always or almost always,playChess,91,2957,3.08
1444,Germany,Never or rarely,playChess,1829,2787,65.63
1445,Germany,Sometimes,playChess,643,2787,23.07
1446,Germany,Often,playChess,210,2787,7.53
1447,Germany,Always or almost always,playChess,105,2787,3.77
1448,Greece,Never or rarely,playChess,1774,3348,52.99
1449,Greece,Sometimes,playChess,775,3348,23.15
1450,Greece,Often,playChess,527,3348,15.74
1451,Greece,Always or almost always,playChess,272,3348,8.12
1452,Hong Kong-China,Never or rarely,playChess,1470,3062,48.01
1453,Hong Kong-China,Sometimes,playChess,1106,3062,36.12
1454,Hong Kong-China,Often,playChess,350,3062,11.43
1455,Hong Kong-China,Always or almost always,playChess,136,3062,4.44
1456,Hungary,Never or rarely,playChess,1921,3162,60.75
1457,Hungary,Sometimes,playChess,760,3162,24.04
1458,Hungary,Often,playChess,350,3162,11.07
1459,Hungary,Always or almost always,playChess,131,3162,4.14
1460,Iceland,Never or rarely,playChess,1533,2204,69.56
1461,Iceland,Sometimes,playChess,446,2204,20.24
1462,Iceland,Often,playChess,153,2204,6.94
1463,Iceland,Always or almost always,playChess,72,2204,3.27
1464,Indonesia,Never or rarely,playChess,1869,3635,51.42
1465,Indonesia,Sometimes,playChess,961,3635,26.44
1466,Indonesia,Often,playChess,610,3635,16.78
1467,Indonesia,Always or almost always,playChess,195,3635,5.36
1468,Ireland,Never or rarely,playChess,2392,3296,72.57
1469,Ireland,Sometimes,playChess,593,3296,17.99
1470,Ireland,Often,playChess,217,3296,6.58
1471,Ireland,Always or almost always,playChess,94,3296,2.85
1472,Israel,Never or rarely,playChess,2138,3147,67.94
1473,Israel,Sometimes,playChess,581,3147,18.46
1474,Israel,Often,playChess,284,3147,9.02
1475,Israel,Always or almost always,playChess,144,3147,4.58
1476,Italy,Never or rarely,playChess,12886,20457,62.99
1477,Italy,Sometimes,playChess,4981,20457,24.35
1478,Italy,Often,playChess,1939,20457,9.48
1479,Italy,Always or almost always,playChess,651,20457,3.18
1480,Japan,Never or rarely,playChess,2846,4153,68.53
1481,Japan,Sometimes,playChess,851,4153,20.49
1482,Japan,Often,playChess,317,4153,7.63
1483,Japan,Always or almost always,playChess,139,4153,3.35
1484,Jordan,Never or rarely,playChess,1807,4455,40.56
1485,Jordan,Sometimes,playChess,861,4455,19.33
1486,Jordan,Often,playChess,880,4455,19.75
1487,Jordan,Always or almost always,playChess,907,4455,20.36
1488,Kazakhstan,Never or rarely,playChess,1174,3815,30.77
1489,Kazakhstan,Sometimes,playChess,1083,3815,28.39
1490,Kazakhstan,Often,playChess,1022,3815,26.79
1491,Kazakhstan,Always or almost always,playChess,536,3815,14.05
1492,Korea,Never or rarely,playChess,2282,3349,68.14
1493,Korea,Sometimes,playChess,811,3349,24.22
1494,Korea,Often,playChess,198,3349,5.91
1495,Korea,Always or almost always,playChess,58,3349,1.73
1496,Latvia,Never or rarely,playChess,1708,2867,59.57
1497,Latvia,Sometimes,playChess,773,2867,26.96
1498,Latvia,Often,playChess,275,2867,9.59
1499,Latvia,Always or almost always,playChess,111,2867,3.87
1500,Liechtenstein,Never or rarely,playChess,129,194,66.49
1501,Liechtenstein,Sometimes,playChess,45,194,23.2
1502,Liechtenstein,Often,playChess,11,194,5.67
1503,Liechtenstein,Always or almost always,playChess,9,194,4.64
1504,Lithuania,Never or rarely,playChess,1703,3021,56.37
1505,Lithuania,Sometimes,playChess,835,3021,27.64
1506,Lithuania,Often,playChess,362,3021,11.98
1507,Lithuania,Always or almost always,playChess,121,3021,4.01
1508,Luxembourg,Never or rarely,playChess,2225,3382,65.79
1509,Luxembourg,Sometimes,playChess,737,3382,21.79
1510,Luxembourg,Often,playChess,286,3382,8.46
1511,Luxembourg,Always or almost always,playChess,134,3382,3.96
1512,Macao-China,Never or rarely,playChess,1627,3535,46.03
1513,Macao-China,Sometimes,playChess,1323,3535,37.43
1514,Macao-China,Often,playChess,443,3535,12.53
1515,Macao-China,Always or almost always,playChess,142,3535,4.02
1516,Malaysia,Never or rarely,playChess,1476,3355,43.99
1517,Malaysia,Sometimes,playChess,1087,3355,32.4
1518,Malaysia,Often,playChess,532,3355,15.86
1519,Malaysia,Always or almost always,playChess,260,3355,7.75
1520,Massachusetts (USA),Never or rarely,playChess,749,1094,68.46
1521,Massachusetts (USA),Sometimes,playChess,226,1094,20.66
1522,Massachusetts (USA),Often,playChess,73,1094,6.67
1523,Massachusetts (USA),Always or almost always,playChess,46,1094,4.2
1524,Mexico,Never or rarely,playChess,13183,22125,59.58
1525,Mexico,Sometimes,playChess,4977,22125,22.49
1526,Mexico,Often,playChess,2510,22125,11.34
1527,Mexico,Always or almost always,playChess,1455,22125,6.58
1528,Montenegro,Never or rarely,playChess,1465,3030,48.35
1529,Montenegro,Sometimes,playChess,701,3030,23.14
1530,Montenegro,Often,playChess,532,3030,17.56
1531,Montenegro,Always or almost always,playChess,332,3030,10.96
1532,Netherlands,Never or rarely,playChess,2307,2827,81.61
1533,Netherlands,Sometimes,playChess,370,2827,13.09
1534,Netherlands,Often,playChess,112,2827,3.96
1535,Netherlands,Always or almost always,playChess,38,2827,1.34
1536,New Zealand,Never or rarely,playChess,1888,2768,68.21
1537,New Zealand,Sometimes,playChess,583,2768,21.06
1538,New Zealand,Often,playChess,193,2768,6.97
1539,New Zealand,Always or almost always,playChess,104,2768,3.76
1540,Norway,Never or rarely,playChess,2258,3026,74.62
1541,Norway,Sometimes,playChess,594,3026,19.63
1542,Norway,Often,playChess,128,3026,4.23
1543,Norway,Always or almost always,playChess,46,3026,1.52
1544,Perm(Russian Federation),Never or rarely,playChess,410,1124,36.48
1545,Perm(Russian Federation),Sometimes,playChess,340,1124,30.25
1546,Perm(Russian Federation),Often,playChess,214,1124,19.04
1547,Perm(Russian Federation),Always or almost always,playChess,160,1124,14.23
1548,Peru,Never or rarely,playChess,1530,3624,42.22
1549,Peru,Sometimes,playChess,1138,3624,31.4
1550,Peru,Often,playChess,556,3624,15.34
1551,Peru,Always or almost always,playChess,400,3624,11.04
1552,Poland,Never or rarely,playChess,1780,3055,58.27
1553,Poland,Sometimes,playChess,875,3055,28.64
1554,Poland,Often,playChess,288,3055,9.43
1555,Poland,Always or almost always,playChess,112,3055,3.67
1556,Portugal,Never or rarely,playChess,2341,3698,63.3
1557,Portugal,Sometimes,playChess,915,3698,24.74
1558,Portugal,Often,playChess,315,3698,8.52
1559,Portugal,Always or almost always,playChess,127,3698,3.43
1560,Qatar,Never or rarely,playChess,2641,6584,40.11
1561,Qatar,Sometimes,playChess,1486,6584,22.57
1562,Qatar,Often,playChess,1506,6584,22.87
1563,Qatar,Always or almost always,playChess,951,6584,14.44
1564,Romania,Never or rarely,playChess,1370,3333,41.1
1565,Romania,Sometimes,playChess,854,3333,25.62
1566,Romania,Often,playChess,646,3333,19.38
1567,Romania,Always or almost always,playChess,463,3333,13.89
1568,Russian Federation,Never or rarely,playChess,1773,3438,51.57
1569,Russian Federation,Sometimes,playChess,966,3438,28.1
1570,Russian Federation,Often,playChess,469,3438,13.64
1571,Russian Federation,Always or almost always,playChess,230,3438,6.69
1572,Serbia,Never or rarely,playChess,1584,2985,53.07
1573,Serbia,Sometimes,playChess,780,2985,26.13
1574,Serbia,Often,playChess,383,2985,12.83
1575,Serbia,Always or almost always,playChess,238,2985,7.97
1576,Singapore,Never or rarely,playChess,2266,3688,61.44
1577,Singapore,Sometimes,playChess,924,3688,25.05
1578,Singapore,Often,playChess,323,3688,8.76
1579,Singapore,Always or almost always,playChess,175,3688,4.75
1580,Slovak Republic,Never or rarely,playChess,1656,2990,55.38
1581,Slovak Republic,Sometimes,playChess,856,2990,28.63
1582,Slovak Republic,Often,playChess,331,2990,11.07
1583,Slovak Republic,Always or almost always,playChess,147,2990,4.92
1584,Slovenia,Never or rarely,playChess,2122,3732,56.86
1585,Slovenia,Sometimes,playChess,980,3732,26.26
1586,Slovenia,Often,playChess,439,3732,11.76
1587,Slovenia,Always or almost always,playChess,191,3732,5.12
1588,Spain,Never or rarely,playChess,10518,16541,63.59
1589,Spain,Sometimes,playChess,3839,16541,23.21
1590,Spain,Often,playChess,1557,16541,9.41
1591,Spain,Always or almost always,playChess,627,16541,3.79
1592,Sweden,Never or rarely,playChess,2285,3058,74.72
1593,Sweden,Sometimes,playChess,569,3058,18.61
1594,Sweden,Often,playChess,137,3058,4.48
1595,Sweden,Always or almost always,playChess,67,3058,2.19
1596,Switzerland,Never or rarely,playChess,4927,7391,66.66
1597,Switzerland,Sometimes,playChess,1698,7391,22.97
1598,Switzerland,Often,playChess,550,7391,7.44
1599,Switzerland,Always or almost always,playChess,216,7391,2.92
1600,Thailand,Never or rarely,playChess,1709,4402,38.82
1601,Thailand,Sometimes,playChess,1508,4402,34.26
1602,Thailand,Often,playChess,872,4402,19.81
1603,Thailand,Always or almost always,playChess,313,4402,7.11
1604,Tunisia,Never or rarely,playChess,1390,2765,50.27
1605,Tunisia,Sometimes,playChess,633,2765,22.89
1606,Tunisia,Often,playChess,404,2765,14.61
1607,Tunisia,Always or almost always,playChess,338,2765,12.22
1608,Turkey,Never or rarely,playChess,932,3176,29.35
1609,Turkey,Sometimes,playChess,1068,3176,33.63
1610,Turkey,Often,playChess,632,3176,19.9
1611,Turkey,Always or almost always,playChess,544,3176,17.13
1612,United Arab Emirates,Never or rarely,playChess,3576,7336,48.75
1613,United Arab Emirates,Sometimes,playChess,1655,7336,22.56
1614,United Arab Emirates,Often,playChess,1233,7336,16.81
1615,United Arab Emirates,Always or almost always,playChess,872,7336,11.89
1616,United Kingdom,Never or rarely,playChess,6258,8285,75.53
1617,United Kingdom,Sometimes,playChess,1392,8285,16.8
1618,United Kingdom,Often,playChess,479,8285,5.78
1619,United Kingdom,Always or almost always,playChess,156,8285,1.88
1620,United States of America,Never or rarely,playChess,2102,3201,65.67
1621,United States of America,Sometimes,playChess,698,3201,21.81
1622,United States of America,Often,playChess,258,3201,8.06
1623,United States of America,Always or almost always,playChess,143,3201,4.47
1624,Uruguay,Never or rarely,playChess,2116,3338,63.39
1625,Uruguay,Sometimes,playChess,624,3338,18.69
1626,Uruguay,Often,playChess,365,3338,10.93
1627,Uruguay,Always or almost always,playChess,233,3338,6.98
1628,Vietnam,Never or rarely,playChess,1328,3252,40.84
1629,Vietnam,Sometimes,playChess,1350,3252,41.51
1630,Vietnam,Often,playChess,498,3252,15.31
1631,Vietnam,Always or almost always,playChess,76,3252,2.34
1632,Albania,Never or rarely,computerProgramming,1051,2603,40.38
1633,Albania,Sometimes,computerProgramming,675,2603,25.93
1634,Albania,Often,computerProgramming,551,2603,21.17
1635,Albania,Always or almost always,computerProgramming,326,2603,12.52
1636,Argentina,Never or rarely,computerProgramming,2133,3645,58.52
1637,Argentina,Sometimes,computerProgramming,719,3645,19.73
1638,Argentina,Often,computerProgramming,450,3645,12.35
1639,Argentina,Always or almost always,computerProgramming,343,3645,9.41
1640,Australia,Never or rarely,computerProgramming,6866,9389,73.13
1641,Australia,Sometimes,computerProgramming,1542,9389,16.42
1642,Australia,Often,computerProgramming,682,9389,7.26
1643,Australia,Always or almost always,computerProgramming,299,9389,3.18
1644,Austria,Never or rarely,computerProgramming,2122,3109,68.25
1645,Austria,Sometimes,computerProgramming,559,3109,17.98
1646,Austria,Often,computerProgramming,282,3109,9.07
1647,Austria,Always or almost always,computerProgramming,146,3109,4.7
1648,Belgium,Never or rarely,computerProgramming,3900,5428,71.85
1649,Belgium,Sometimes,computerProgramming,970,5428,17.87
1650,Belgium,Often,computerProgramming,398,5428,7.33
1651,Belgium,Always or almost always,computerProgramming,160,5428,2.95
1652,Brazil,Never or rarely,computerProgramming,8131,11916,68.24
1653,Brazil,Sometimes,computerProgramming,1854,11916,15.56
1654,Brazil,Often,computerProgramming,1088,11916,9.13
1655,Brazil,Always or almost always,computerProgramming,843,11916,7.07
1656,Bulgaria,Never or rarely,computerProgramming,1545,3325,46.47
1657,Bulgaria,Sometimes,computerProgramming,895,3325,26.92
1658,Bulgaria,Often,computerProgramming,544,3325,16.36
1659,Bulgaria,Always or almost always,computerProgramming,341,3325,10.26
1660,Canada,Never or rarely,computerProgramming,9621,14017,68.64
1661,Canada,Sometimes,computerProgramming,2635,14017,18.8
1662,Canada,Often,computerProgramming,1155,14017,8.24
1663,Canada,Always or almost always,computerProgramming,606,14017,4.32
1664,Chile,Never or rarely,computerProgramming,2662,4496,59.21
1665,Chile,Sometimes,computerProgramming,975,4496,21.69
1666,Chile,Often,computerProgramming,566,4496,12.59
1667,Chile,Always or almost always,computerProgramming,293,4496,6.52
1668,China-Shanghai,Never or rarely,computerProgramming,2360,3427,68.86
1669,China-Shanghai,Sometimes,computerProgramming,744,3427,21.71
1670,China-Shanghai,Often,computerProgramming,223,3427,6.51
1671,China-Shanghai,Always or almost always,computerProgramming,100,3427,2.92
1672,Chinese Taipei,Never or rarely,computerProgramming,3248,4004,81.12
1673,Chinese Taipei,Sometimes,computerProgramming,549,4004,13.71
1674,Chinese Taipei,Often,computerProgramming,154,4004,3.85
1675,Chinese Taipei,Always or almost always,computerProgramming,53,4004,1.32
1676,Colombia,Never or rarely,computerProgramming,2754,5532,49.78
1677,Colombia,Sometimes,computerProgramming,1601,5532,28.94
1678,Colombia,Often,computerProgramming,796,5532,14.39
1679,Colombia,Always or almost always,computerProgramming,381,5532,6.89
1680,Connecticut (USA),Never or rarely,computerProgramming,821,1110,73.96
1681,Connecticut (USA),Sometimes,computerProgramming,160,1110,14.41
1682,Connecticut (USA),Often,computerProgramming,78,1110,7.03
1683,Connecticut (USA),Always or almost always,computerProgramming,51,1110,4.59
1684,Costa Rica,Never or rarely,computerProgramming,2106,2874,73.28
1685,Costa Rica,Sometimes,computerProgramming,395,2874,13.74
1686,Costa Rica,Often,computerProgramming,217,2874,7.55
1687,Costa Rica,Always or almost always,computerProgramming,156,2874,5.43
1688,Croatia,Never or rarely,computerProgramming,1859,3305,56.25
1689,Croatia,Sometimes,computerProgramming,798,3305,24.15
1690,Croatia,Often,computerProgramming,422,3305,12.77
1691,Croatia,Always or almost always,computerProgramming,226,3305,6.84
1692,Czech Republic,Never or rarely,computerProgramming,1657,3455,47.96
